Sample	Test-Sample 1	Test-Sample 2	Test-Sample 3	Test-Sample 4	Test-Sample 5	Test-Sample 6	Test-Sample 7	Test-Sample 8	Test-Sample 9	Test-Sample 10
B2M	13.46756734	13.59022446	13.03223174	13.72640977	13.46941288	13.52403967	6.122865259	13.63690779	13.42724736	13.45891921
B3GALNT1	6.613048316	6.265114294	6.440326031	6.211752047	6.682797999	6.320618255	6.865225996	6.329694102	6.389308673	6.081620844
B3GALNT2	7.186421321	7.185579167	7.229174511	7.252703273	7.27020187	7.414719057	7.557632182	7.190456835	7.122206791	7.405252108
B3GALT1	5.548917443	5.220856164	5.457548329	5.291485686	5.561607193	4.991431143	6.350719999	5.36108404	5.584370273	5.215701891
B3GALT2	5.48167029	5.540591487	5.518324258	5.83376296	5.355104385	5.673918183	6.085322671	5.492042237	5.69442336	5.478923283
B3GALT4	7.80725831	7.971290629	8.216896182	7.842149169	8.083995148	8.069771971	8.262818361	7.959573116	8.10471406	8.022933682
B3GALT5	6.2289668	5.603418641	6.002900506	5.861871023	6.380712135	5.558797219	7.055542748	5.973365602	5.79884891	5.565871311
B3GALT6	7.751718109	7.701209413	7.838119785	7.488129348	7.793447246	7.891710807	8.085557438	7.655552189	7.693549682	7.932929278
B3GALTL	6.738889407	6.523193394	7.347373332	6.8509744	7.02464104	7.063449013	6.6180962	7.017420885	6.948857781	6.760194328
B3GAT1	6.84537714	7.06360001	6.957972621	6.784242222	7.092270876	6.919471187	7.224107822	6.676069904	6.712527	6.690975738
B3GAT2	7.029022133	6.741156841	7.054305845	6.823978584	7.064591887	6.835469372	7.52429096	6.942491047	6.908944973	6.823876711
B3GAT3	7.858335407	7.961964747	8.2846298	8.304784807	8.241206196	8.354976608	7.064678105	7.705162355	7.390057148	8.012713919
B3GNT1	5.486279955	5.484737518	5.455103606	5.190618811	5.534805549	5.623922448	5.680788488	5.531106932	5.535710841	5.630277319
B3GNT2	7.922078888	8.807480508	7.812331356	8.531545217	8.180585506	8.539011432	7.094003767	8.498518156	8.222210463	9.060655406
B3GNT3	7.506184582	7.284985997	7.152629628	7.00193732	7.517661515	6.886428211	7.795877317	7.231297994	7.209716536	7.063384295
B3GNT4	7.70486505	7.559292955	7.654743421	7.12786023	7.880765101	7.143811749	8.320818597	7.573866794	7.400998945	7.30505852
B3GNT5	9.282940139	9.940199058	8.008350182	8.6476419	9.659974493	8.355113197	6.734506409	9.930604296	10.10956951	9.241854481
B3GNT6	7.376194863	7.472114052	7.532994817	7.216968913	7.650276303	7.325089541	7.753912017	7.526381863	7.452760147	7.327238248
B3GNT7	7.682987563	8.012155203	7.887848135	7.259423152	8.151539215	7.832225462	8.104064032	7.700231622	7.44762052	7.996981838
B3GNT8	7.125196469	7.310512812	7.195121175	6.811072796	7.247984461	6.870315396	7.598268423	7.18673824	7.253005963	6.682783956
B3GNT9	6.280085907	6.71207297	6.516710159	6.254151825	6.673203056	6.407165773	6.98580779	6.491118738	6.265189324	6.398726593
B3GNTL1	6.833202629	7.035677284	7.026228703	6.572126931	7.076281024	6.626519358	7.270531745	6.83159203	6.954036495	6.646138278
B4GALNT1	7.498530123	7.181619411	7.223094276	6.755448441	7.484492637	6.782041554	8.375782315	7.446984012	7.126714796	6.727321476
B4GALNT2	6.879423962	6.955719643	7.008820758	6.518845109	6.911871308	6.778891907	7.256850268	6.830534221	6.736361339	6.861186185
B4GALNT3	7.105594276	7.051480865	6.976558396	6.532101848	7.046567454	6.479411663	7.750150901	7.075275901	6.810533077	6.598716545
B4GALNT4	7.357068093	7.361970084	7.631846398	6.766952876	7.396801693	6.893981	7.372037939	7.238032075	7.088300634	7.070314186
B4GALT1	9.781261345	9.960749159	9.645139617	9.855315456	10.07585348	10.01362975	7.197924349	10.01817235	10.45731931	10.45291043
B4GALT2	8.188163516	8.152305126	8.385469865	7.667423826	8.238567153	7.723237715	8.713585849	7.907185116	7.865801306	7.8767318
B4GALT3	8.357573997	8.520402604	8.385047015	8.483598148	8.554657915	8.759668517	7.626899032	8.542428315	8.363600387	8.808053558
B4GALT4	7.008204497	7.066121489	6.89442976	7.26412353	6.849498932	7.209170648	7.165801422	6.923731562	7.434494793	7.234338449
B4GALT5	10.51193051	9.581697718	9.995866059	9.918472703	10.27861207	10.02224296	7.965507261	10.43444058	10.79246496	9.197921893
B4GALT6	5.918484033	6.135900094	5.694470721	6.399702605	6.083058025	6.357061053	6.184708754	6.092086898	5.849176128	6.317817778
B4GALT7	8.027640649	8.175998569	8.241382597	8.228616699	7.844737144	8.144117768	7.784432003	7.9380505	8.134493063	8.216420912
B9D1	7.141187525	7.22568946	7.045006042	6.818492705	7.058781876	6.944249388	7.739726613	6.931966652	6.931352126	6.941047606
B9D2	8.150864268	7.848942113	8.215270888	7.591327855	8.210452184	7.799197421	8.098663782	8.067117014	7.924753132	7.944460244
BAALC	7.108137595	6.588030973	6.826866227	6.726395292	6.921602947	6.601516763	8.037135089	6.959364456	6.858142667	6.378927725
BAALCOS	5.988466562	5.810895482	5.881248586	5.763212367	6.092444259	5.911207407	6.441729131	5.982738087	5.862962121	5.803431128
BAAT	5.022407764	4.906991581	4.962516634	4.76436208	5.05278539	4.680971286	5.421536382	4.873247228	5.03761943	4.783990887
BABAM1	8.085530883	8.368432251	8.63005958	8.692692211	8.211917489	8.969872854	7.859255227	8.306048015	8.470060932	8.755895701
BACE1	6.849010945	6.679592696	6.449723132	6.4133419	6.820727848	6.455397915	7.42740504	6.43347361	6.561486529	6.565304708
BACE2	7.170235548	7.112710557	6.938415186	6.763836459	7.209745774	6.987661942	7.037195503	7.329590064	6.849123572	7.0079355
BACH1	7.821505383	7.588096853	7.44592661	7.965564888	7.702349122	7.55894223	6.644732461	7.843968829	7.947370763	7.708478678
BACH2	8.165716016	8.427798899	9.567429462	8.301372726	8.893950673	9.06269109	7.503976756	8.79038434	8.637813086	9.227305472
BAD	8.150701827	8.181475305	8.139162489	7.79565657	8.34638076	7.824042251	8.876995719	8.241449337	8.027574304	8.008221307
BAG1	7.824067717	8.171962371	7.786792367	8.235128684	8.045896145	8.191143133	7.562776657	8.347630226	7.821340311	8.222418184
BAG2	6.472767185	7.021268727	6.63443935	6.959445605	6.7312104	7.131033798	6.503078364	6.387236727	6.803394962	7.048465077
BAG3	7.891880892	7.905952539	7.979087884	7.583669507	7.901367741	8.045268215	7.70564621	7.870259905	7.849311264	8.005753656
BAG4	8.365727526	8.131502029	8.282018092	8.285998594	8.270183177	8.121730353	7.97573335	8.156765698	8.315199388	8.827838074
BAG5	8.363911337	8.393587809	8.534291209	8.692416736	8.382576476	8.718964336	7.619310293	8.373482915	8.400555007	8.588039971
BAG6	8.751274835	8.916071053	8.803317181	9.191306969	8.549573351	9.216154695	8.228265409	8.896590172	8.88516732	9.173140086
BAGE3	7.471545163	6.354605548	7.042523962	6.983928457	7.538732145	6.365725777	9.217717834	7.219197568	7.5961823	6.225643193
BAHCC1	7.391690401	7.296237132	7.377488195	6.889850716	7.295906655	7.07979409	7.751912217	7.278310061	7.126239845	7.295465902
BAHD1	7.60533876	7.703889735	8.105594276	7.503682654	7.788979283	7.84018625	7.891874818	7.36987648	7.476721906	7.389437748
BAI1	7.605953548	7.704505436	7.700183062	6.970865155	7.719888458	7.180595451	7.707034662	7.5040006	7.393630708	7.424989251
BAI2	7.909233072	7.947660313	7.833864137	7.254140484	7.724022639	7.212403972	8.164107442	7.803595156	7.570554007	7.545173
BAI3	5.64070479	5.21959836	5.70365999	5.450340286	5.599380285	5.423850415	6.591083955	5.438193031	5.5998355	5.525783876
BAIAP2	7.093422847	7.350621002	7.348011054	7.070088735	7.552231036	6.756302786	7.658132918	7.292045492	7.091213213	7.126714796
BAIAP2-AS1	7.474744278	7.287028957	7.587432503	6.811059948	7.761085772	6.856550028	7.703287615	7.360232574	7.121647478	7.141790396
BAIAP2L1	5.665139754	5.987525521	5.89006481	5.566090581	5.956038061	5.36312551	6.267814797	5.89447099	5.598776086	5.703657222
BAIAP2L2	7.56005	7.525974883	7.73071467	7.221848088	7.607049146	7.395157079	8.273487916	7.49625461	7.429582491	7.393570649
BAIAP3	7.708283817	8.165329117	8.051388417	7.486110979	7.940724688	7.504231066	8.052241981	7.842526348	7.648206563	7.761105723
BAK1	7.730402204	7.686787637	7.701653014	7.651116288	7.618627767	7.964589238	7.060177117	7.232344173	7.65075738	7.782316821
BAK1P2	7.942262305	7.958355509	7.928091944	7.347134114	7.99155019	7.455951842	8.485157102	7.559507109	7.501964534	7.363644187
BAMBI	6.30692568	6.138222643	6.005114744	6.126663179	6.513419683	5.745557358	6.982092322	6.320497314	6.515412847	6.044335099
BANF1	9.528565459	9.412978359	9.835726738	9.043393723	9.455653948	9.170931531	9.720538412	9.339992484	9.095510429	9.256843193
BANF1P3	8.393205952	8.973657191	8.008159667	9.621927318	7.980133864	9.475261236	7.981761341	8.299450737	8.582183389	9.370844308
BANF2	6.667239303	6.158264309	6.352114069	5.911638858	6.703322227	6.052057176	7.443648089	6.158337027	6.40913632	5.854644016
BANK1	7.588272391	9.775437443	6.937638646	9.035780596	7.890744589	9.13179524	6.78630884	8.00941436	8.374713485	10.15384333
BANP	8.28492124	8.309358114	8.473153727	7.68955776	8.280019074	7.867427018	8.835298821	8.198302607	8.147652676	7.996473489
BAP1	8.584616814	8.703436438	8.729338634	8.751266205	8.529668706	8.970807649	7.582044105	8.678184611	8.901062977	8.76677403
BARD1	6.778905045	7.457109964	6.461061926	8.027507957	6.709111391	7.412476698	6.56768842	6.611948417	7.422771219	7.635485965
BARHL1	8.145565377	7.930654558	7.834060147	7.277780227	8.043224188	7.672552633	8.449111494	7.870395546	7.794558829	7.792133043
BARHL2	7.966320867	7.723995345	8.181957257	7.380521672	8.061246968	7.38277099	8.731159477	7.88305257	7.750465819	7.600373836
BARX1	8.434924242	8.341772315	8.393296062	8.129690006	8.507386347	8.149996014	8.521898762	8.189419362	8.230928291	8.172207462
BARX2	7.810320989	7.563768278	7.654106108	7.197167537	7.74841427	7.183595685	7.87546063	7.559185866	7.532854597	7.505978238
BASP1	9.689017794	11.03576136	9.676887959	9.268843724	10.08682622	9.413410028	9.362895025	10.32861883	10.90313621	10.12040638
BATF	7.775998678	7.428703531	8.925091516	7.464578422	7.687277692	7.483976963	8.249393192	7.351389815	7.621736882	7.293977366
BATF2	8.318407233	7.904273338	8.114736606	7.760932802	8.067606452	7.592748537	8.784569416	8.206052203	8.271024083	7.711061207
BATF3	7.433969274	7.395139938	7.691464373	7.396561971	7.649565165	7.224985652	7.970192191	7.407624676	7.209424122	7.229453337
BAX	9.034135913	9.203967042	9.194370279	9.00337736	9.078481749	9.365228849	8.935212205	9.054313986	9.021327033	9.184875343
BAZ1A	9.200435201	10.02576247	9.973295565	10.48096182	9.189728211	9.980610876	6.154996284	9.492269815	10.21703679	10.00699923
BAZ1B	8.351464907	8.375882206	8.460333021	8.867970573	8.297205176	8.818575787	7.911356032	8.267297015	8.184166215	8.365351347
BAZ2A	10.47119762	9.966981225	10.34986726	10.08892071	10.52366976	10.52346394	7.777380261	10.34480631	10.60488676	10.38736039
BAZ2B	8.373535116	9.244430438	7.885446244	9.334986075	8.448070865	9.082830301	7.046622018	8.917040833	8.739203416	9.317082429
BBC3	8.328715313	8.212073181	8.327346049	7.628430958	8.315475661	7.730959161	8.620905264	7.966955278	8.053274282	7.964941505
BBOX1	4.919683313	4.473903777	4.74805327	4.663765866	4.881571634	4.602569713	5.454544418	4.694551511	4.71717739	4.594972458
BBS1	6.514087534	6.811997559	6.661379075	6.542101698	6.707386743	6.822806614	6.654048807	6.727362323	6.588827049	6.730911624
BBS10	5.585169873	6.032722409	5.702541192	6.770340138	5.687810963	6.517974821	5.773421453	5.61260315	5.734064666	6.080293107
BBS12	5.529414936	5.395933365	5.731536268	5.617621736	5.69631382	5.740571429	6.252063632	5.459893863	5.492029415	5.542744026
BBS2	7.129808474	7.464815273	7.668268074	7.810558782	7.548991401	8.367733616	7.182444015	7.216222028	7.242564399	7.858497039
BBS4	6.119628006	6.348448439	6.13823698	6.826395948	5.847140052	6.807457968	6.377116806	6.238897656	6.287195225	6.445725048
BBS5	5.523056924	5.412293771	5.510363836	5.545156007	5.411226234	5.53162163	5.711588514	5.394997657	5.384661164	5.397898773
BBS7	5.476313634	5.808567822	5.433256599	6.597459663	5.52358391	6.159847124	5.836163998	5.401149169	5.74873225	5.81888123
BBS9	7.319021746	7.843117062	6.715467855	8.195697008	7.017766053	8.453908489	6.397472706	7.350187812	6.984919683	8.025034333
BBX	9.078673873	9.58744188	8.867782205	9.594229417	8.902724816	9.947441156	7.400418383	9.212355331	9.501819275	9.684205097
BCAM	6.563081844	6.573947055	6.714080629	6.060001974	6.633086771	5.979892727	6.713008392	6.362550543	6.368806755	6.277811837
BCAN	7.293269312	7.229847446	7.311920838	6.57203016	7.287084382	6.82447511	7.837558556	7.316444462	6.855541276	6.895969035
BCAP29	7.562440877	7.791950782	7.363206128	8.283764386	7.305970521	8.050169718	7.200025615	7.228279984	7.859944708	8.08657149
BCAP31	7.909683113	8.6020567	8.027480311	8.566468896	8.208814734	8.74953762	7.506129031	8.364489265	8.408733087	8.785579976
BCAR1	7.095987695	7.017220427	7.169253591	6.532173556	7.22219597	6.586836786	7.777084319	6.99680676	7.037118612	6.779811265
BCAR3	7.207785504	6.64374077	6.922471421	6.307362947	6.909197063	6.467145771	7.545273411	6.904508183	7.038962873	6.560189131
BCAS1	6.537519723	6.367855028	6.353143296	6.077029314	6.599326721	5.996221507	7.325152519	6.29214675	6.298779268	6.057302962
BCAS2	9.145091496	9.712650802	9.518954055	9.304558954	9.41341849	9.147634871	7.683324505	9.64880695	9.367783842	9.932908614
BCAS3	8.384157763	8.996453716	7.983347077	9.350183391	8.365115092	9.454739336	7.330092245	8.814095344	8.269636326	9.049203275
BCAS4	8.563261111	8.524326225	8.784919431	8.173817027	8.30833903	8.538538164	8.701188615	8.446979878	8.356355127	8.552004267
BCAT1	6.526361516	6.517319792	6.343478889	7.019990958	6.472616114	6.2274908	7.369230901	6.54734957	6.845025805	6.386816119
BCAT2	6.794688783	7.127550743	7.151036841	6.878872448	7.104965605	6.963797769	7.590676865	6.933985654	6.828733119	6.933926659
BCCIP	6.891905188	6.80503444	6.86246379	7.579670439	6.712471974	7.345369761	6.775063714	6.904387754	6.822169274	7.006443902
BCDIN3D	6.616425336	6.53233878	7.008652713	6.393828026	6.668459557	6.412850949	7.16158541	6.364355311	6.563364084	6.368440109
BCHE	4.284788018	4.215958101	4.135485619	4.213246173	4.386693705	4.173247387	4.945790276	4.192714957	4.458349191	4.266569183
BCKDHA	8.161983389	8.587113668	8.335417154	8.628511157	8.118603712	8.779929425	7.846950824	8.285822944	8.349170631	8.920882788
BCKDHB	6.566736017	7.196282448	6.281253134	7.817930181	6.730870877	7.796779429	7.454142985	6.76517668	6.620529229	7.493599303
BCKDK	7.319428265	7.604316003	7.070829369	7.710654926	7.245809374	7.794116899	6.625963027	7.445387373	7.735691402	7.999802743
BCL10	8.858161321	9.109713145	8.870981124	9.14118497	8.977042317	8.712888059	6.795364354	9.025230939	9.1623309	9.114762629
BCL11A	7.654793535	8.337019724	7.790602636	8.331947007	8.093713336	8.267254872	7.288413936	7.766681286	8.171832305	8.998409905
BCL11B	8.66190277	8.792009369	9.665454952	8.929977357	8.989491007	9.846781626	8.04977233	8.869306972	8.922976798	8.974904965
BCL2	8.218291986	8.872499438	8.317760808	8.861887147	8.325961996	9.123102275	8.057038634	8.551100683	8.313118848	8.719847398
BCL2A1	8.781199041	10.18996042	8.356055752	9.296310561	8.960775218	8.73486201	6.143403623	9.679529361	9.863788265	9.046812976
BCL2L1	8.08182959	8.378195132	8.01083018	8.135319385	7.933938459	8.254504287	7.643993239	8.844118839	8.02496233	7.950655038
BCL2L10	6.606097207	6.720647849	6.910432869	6.135110026	6.818428793	6.454541128	6.869982416	6.711068092	6.43514517	6.392885801
BCL2L11	9.006744028	8.744766577	9.202256085	9.010732293	9.46566639	9.238220808	7.043453875	9.101064346	9.198810887	9.288621568
BCL2L12	7.307364768	7.276077866	7.355227746	6.805098948	7.313381914	7.115709556	8.016451748	7.377158462	7.159962133	6.969829695
BCL2L13	7.025493962	7.21094403	6.827971414	7.69987779	7.160547127	7.524627902	7.774714594	7.202858456	7.19852362	7.371332335
BCL2L14	6.795818887	6.51451366	6.737321716	6.423008308	6.876074862	6.406609796	7.142985174	6.629283755	6.622804461	6.444473268
BCL2L15	6.064667328	5.50852373	5.89542381	5.463383775	5.973670966	5.789353664	6.920853022	5.828710274	5.684939331	5.636177968
BCL2L2	7.015838738	6.887756766	7.148466413	6.823545575	7.115886385	6.885549961	7.396639029	6.862686945	7.054370972	6.97069263
BCL3	10.07361943	9.990713824	10.39389451	9.431102663	10.3138467	9.81943029	8.869152717	10.00514731	10.21316499	9.910314433
BCL6	9.852541993	10.06343553	9.291145368	9.667824728	9.831962721	9.741021974	6.957403902	10.22843392	10.21378469	10.05387159
BCL6B	6.963000084	6.708366596	6.821837746	6.368230555	6.799721973	6.393169048	7.387293603	6.85379609	6.401200379	6.702643693
BCL7A	8.11315872	8.069680688	8.309544565	7.583677028	8.286118764	8.00376525	8.667161228	8.009912574	7.846512121	8.20929739
BCL7B	10.24726296	10.36284244	9.954213762	10.05274464	10.12162417	10.22561717	7.408609972	10.17473847	10.26295222	10.55346611
BCL7C	8.484561111	8.468322644	8.407701145	8.249459563	8.479913616	8.40629856	8.743804415	8.281939297	8.35100546	8.381478061
BCL9	7.781995671	7.722643618	7.912266628	7.809838855	7.829798831	8.41670043	7.868785523	8.006690739	7.897742619	8.23365802
BCL9L	8.292712741	8.601648238	9.158228453	8.307943031	8.531190388	8.880214099	8.28639142	8.521682877	8.527512193	8.487200927
BCLAF1	10.08660068	10.62653952	9.771063531	10.56303416	9.926493184	10.58689607	7.186886772	10.49896884	10.37401789	11.10912545
BCMO1	5.771333637	5.523405133	5.630845179	5.531640343	5.596198703	5.075083323	6.534192366	5.976512572	5.578947768	5.353023287
BCO2	5.971559648	5.730050259	5.865589767	5.929282083	6.088044045	5.828306614	6.746568064	5.793170192	5.809115996	5.803970928
BCOR	8.26381847	7.878191956	8.691066497	8.122776238	7.959770155	8.385349064	6.96245648	8.163951516	8.244478009	8.065249168
BCORL1	7.363372606	7.073156132	7.111219151	6.861967767	7.564614432	7.105918982	7.355544911	7.093306634	6.989763465	6.98580779
BCORP1	5.860014259	5.236840813	5.090150538	5.450096096	5.329076941	5.03224634	6.070350684	5.246738699	5.23528285	5.627971551
BCR	8.998282961	8.993195988	9.232516864	8.852816615	9.106445165	9.293207226	8.111636483	8.79370084	8.601102203	8.925670148
BCRP2	8.673335915	8.658012937	8.320159957	7.780832926	8.633479593	7.987680215	8.781045523	8.667484446	8.08456252	7.845059477
BCRP8	8.169303707	8.055146837	8.173332347	7.560424552	8.187807329	7.619222243	8.868837985	8.188005221	7.853964468	7.525050927
BCS1L	6.687578644	7.073948734	6.756716428	7.454167666	6.897070972	7.423317642	6.62755723	6.821710215	6.666486771	7.062963557
BDH1	6.469814361	6.481197208	6.475344337	6.356376257	6.416951182	6.71148114	6.566218473	6.294045394	6.120304242	6.677846466
BDH2	5.644813821	5.642955667	5.861967767	6.714039404	5.613808614	6.156040591	5.764468243	5.967067136	5.928476922	6.315769086
BDH2P1	6.280585203	6.734614792	7.523060062	7.532558531	7.022778368	6.560175371	7.100820002	6.612906821	6.838384558	6.827222011
BDKRB1	6.935942923	6.537283641	6.8008999	6.379114932	7.370870456	6.226057617	8.211615787	7.085668966	6.808153336	6.195788529
BDKRB2	7.410171478	7.439830884	7.576726193	6.887013413	7.781090823	6.822207522	8.022789462	7.39007435	7.320394416	6.975641649
BDNF	5.560467352	5.267457144	5.60526319	5.545390805	5.721301562	5.489286023	6.22806252	5.417893011	5.347750685	5.233822886
BDP1	8.563963288	9.110430931	8.765003032	9.598627113	8.658662106	9.528009193	7.863127489	8.749733147	8.950059253	9.36451914
BEAN1	7.600715131	7.576569654	7.464670131	6.839376543	7.466333996	6.701973294	8.255234333	7.513082104	7.14962784	6.916313088
BECN1	8.136227281	8.096599207	8.190525973	8.331055764	8.096130053	8.69131082	6.349823478	8.228130842	8.260905424	8.479743893
BEGAIN	6.542098601	6.921769544	6.766780654	6.113225412	6.867982924	6.232344173	7.076826284	6.37631296	6.164949151	6.157411615
BEND2	6.389649406	7.254149935	6.278538666	6.066857705	6.22611158	6.53072469	6.355939508	6.710103853	5.876487478	7.408652427
BEND3	7.704685254	7.595503661	7.271836493	7.324486609	7.665108479	7.522620761	8.206848315	7.694901081	7.380183972	7.511697316
BEND4	7.254934119	7.032817163	7.206789721	6.828390402	7.178684767	7.097853051	7.927564653	6.849774133	7.033202726	7.068746039
BEND5	6.003345875	5.745417523	6.158330967	5.731883778	5.937047724	5.970405043	6.474470115	5.929431226	5.861449241	5.979385179
BEND6	5.087484057	4.7381301	4.963326148	4.806525134	5.104173089	4.775392996	5.810836372	4.869165675	4.821710215	4.92875878
BEND7	5.650092447	5.628721111	5.648617873	5.499951096	5.687539454	5.492468515	6.298016731	5.841862448	5.600623603	5.418884811
BEST1	7.130230762	7.833674424	6.807187457	6.935872224	7.073038276	6.720278465	6.949359838	7.524463359	7.564362924	6.998782212
BEST2	6.085091054	6.316062452	6.168543761	5.721164826	6.061534288	5.816031322	6.282880849	6.124522522	5.996239588	5.951592457
BEST3	5.21110567	5.021750651	5.160553177	5.026654012	5.249646333	4.932354142	5.956249526	5.224557415	5.058056683	5.000617522
BEST4	7.090715843	6.878136767	7.356170227	6.471468752	7.260881908	6.583419796	7.266973892	6.862637358	6.93495283	6.687564647
BET1	6.37140901	6.762122879	6.238278617	7.215164089	6.066270054	6.933431005	6.452671205	6.120051209	6.49754371	6.598853485
BET1L	7.368235794	7.841683847	8.160496705	7.648673951	7.492598296	8.368707246	6.805485937	7.635500475	8.154701676	8.007963523
BEX1	5.518434424	5.511676762	5.706367543	5.312512707	5.800943892	5.377446549	6.047102094	5.518623259	6.125217137	5.549555204
BEX2	7.476041389	7.426558297	8.304584051	7.291796921	7.560218178	7.542033579	6.964502602	7.788274609	7.229866668	7.62738067
BEX4	8.757276656	8.613918353	8.935391973	8.658657792	8.413589852	8.705891531	6.822704658	8.587811263	8.313481686	8.821882379
BEX5	5.605849867	5.565856082	5.934533014	5.34869275	5.935471534	5.375602494	5.78730708	5.680796925	5.506640022	5.418645357
BFAR	7.491516428	7.878185824	7.693054781	8.395384182	7.476551807	8.526913893	6.818441576	7.539879978	8.276631586	8.486179376
BFSP1	5.907438716	5.954352206	5.915451585	5.725825666	5.79704152	5.837794425	6.790472314	5.721733562	5.93138995	5.553083981
BFSP2	6.984452639	6.602271281	6.922780614	6.302008249	6.935294724	6.238538493	7.917013972	6.710007393	6.729294443	6.331114003
BGLAP	8.043267941	7.90218817	8.028359186	7.474038485	7.901940884	7.426071823	8.283537533	7.895472283	7.557440726	7.542714625
BGN	7.17334734	7.641567704	7.589681105	6.63429558	7.281447889	6.911332062	7.588407328	7.191473822	7.012132849	7.088364244
BHLHA15	8.439003876	8.533329732	8.463557069	7.986115084	8.398354646	8.292372253	9.015746764	8.395885395	8.063114605	8.297993812
BHLHA9	8.252684353	8.207263292	8.207946522	7.73806523	8.429155634	8.233998275	8.894084106	8.142893303	7.825264108	8.158382474
BHLHB9	5.654661803	5.542223994	5.883799187	5.343944291	5.779506628	5.7025218	6.086951443	5.647446914	5.386890251	5.512223725
BHLHE22	6.769507291	6.494138758	6.707566203	6.386493684	6.643251574	6.456733881	7.084755249	6.55357554	6.541716163	6.508450838
BHLHE23	7.829430996	7.89120651	7.977915256	7.582706527	7.706226621	7.778313725	7.936337592	7.696974479	7.495687169	7.73955111
BHLHE40	10.43296984	10.46684121	10.15650027	9.573385888	10.33831298	10.17621056	7.636109798	10.85995402	10.6279442	10.67675047
BHLHE41	7.482824087	7.326321618	7.468567026	7.072191571	7.418409237	7.376646359	7.9053509	7.221558122	7.337523786	7.457356252
BHMT	6.479967762	6.020239934	6.192515737	6.028135925	6.491150814	5.878122049	6.88260637	6.167596778	6.183986647	5.866049918
BHMT2	6.31533436	5.94811021	6.467885911	5.77614611	6.401451279	5.883931119	6.999131868	6.135352223	6.093057275	5.968245154
BICC1	5.498723177	5.223132901	5.42236421	5.368024464	5.8504169	5.191594233	5.983055159	5.29231427	5.32426337	5.361750817
BICD1	7.658232909	7.546423771	7.583173051	7.406732232	7.774194049	7.883077015	8.192455571	7.451029733	7.413568697	7.684895862
BICD2	7.735623715	8.333298494	7.753718178	8.255151347	7.946268834	8.206726241	7.799922677	7.735380013	7.718306822	8.084042998
BID	9.79806672	10.72308068	9.651012214	10.51110033	10.14284737	10.15428649	8.766734283	10.29675564	10.84012487	10.43872949
BIK	6.465812887	6.54779991	6.635081054	6.267073178	6.759182471	6.315977346	6.746003661	6.66402766	6.276853945	6.311223355
BIN1	9.069868619	9.217228292	9.03496399	9.100136671	8.952432585	9.233610091	9.064303558	8.950121346	8.787876447	8.840979289
BIN2	9.182868552	10.4294172	8.801934646	10.55429146	9.074580361	10.46081422	6.966430467	9.590042428	9.187319903	10.39211346
BIN2P1	7.818141153	8.118598522	7.856375726	8.469983628	7.916996064	8.218291986	7.537389261	7.998951411	7.765455184	8.248511117
BIN3	8.262151236	8.49612276	8.347085379	8.192031379	8.42004442	8.264921073	7.70838729	8.539759809	8.720733341	8.305090449
BIN3-IT1	8.078983354	8.45241423	7.911032393	7.801934646	8.179461288	8.140257179	7.717655862	8.491015288	8.087574221	8.394359794
BIRC2	9.317075644	9.708761454	10.37115588	10.00322274	9.570212441	9.720119396	7.620007164	9.687016934	10.0220626	9.901337569
BIRC3	9.687832304	10.26952413	10.66442951	10.38874921	9.572683175	10.38293739	7.541762619	10.04626458	10.49521546	10.32127423
BIRC5	6.734497056	6.584365926	6.447977395	6.320700923	6.598520819	6.320271225	6.981176015	6.59815918	6.376920489	6.258196746
BIRC6	9.592014069	9.7371848	9.65890588	10.28983447	9.396138077	10.21565433	7.081936082	9.687940752	9.860635411	10.0547264
BIRC7	8.056540178	7.883859047	7.953172099	7.472625861	7.94202766	7.474606392	8.820463005	7.857340346	7.690465985	7.670004677
BIRC8	6.240982089	5.767180707	5.990090345	5.62355671	5.958253416	5.674525621	6.585165365	5.98587153	5.908608784	5.660204168
BIVM	6.867998105	6.427007338	6.993158951	6.800435739	6.710470094	7.248510482	7.002408942	6.41412772	6.797126257	6.738097752
BLCAP	8.890291641	8.929879743	9.120683709	8.79262113	9.042149092	9.048388784	8.944442674	8.906641108	8.798552804	9.002696895
BLID	5.955270951	5.441878493	5.762324895	5.376401527	6.113585909	5.371262627	6.812344193	5.599877146	5.731297306	5.329672577
BLK	7.688033451	8.207936764	7.9613976	7.346726465	7.90641563	7.762302302	7.802548676	7.619060804	8.013819539	8.312810365
BLM	6.962861311	6.867785293	7.056561853	7.622725408	6.698274051	7.532558531	6.770762987	6.777801052	6.671576448	7.458603471
BLMH	8.137836494	7.872681036	8.198508887	8.557421578	8.057184887	8.513040623	7.476373586	8.218064291	8.33666276	8.220586312
BLNK	6.889169298	7.525043094	6.923588959	7.347639084	6.867995275	7.383997985	7.213638902	6.83534304	7.006701958	7.637465343
BLOC1S1	8.689271201	9.488772059	8.201276083	9.794407743	8.63380535	9.198413118	7.650369659	8.852760447	9.018595231	9.432769457
BLOC1S2	8.75340397	8.886416016	9.003394227	8.97460101	8.741190556	8.827965065	7.67468662	8.831646103	9.061419799	9.13300603
BLOC1S3	9.229902709	9.199017095	9.09676522	9.112264861	8.970997411	9.198597284	8.815428129	8.882860049	8.966574665	9.188064584
